starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 19 15:57:06 2024	1726775826	0	10	10	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	10	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	10	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	10	10
Thu Sep 19 15:57:05 2024	1726775825	0	10	10	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	10	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	10	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	10	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	10	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	10	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	10	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	10	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	10	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	11	10
Thu Sep 19 15:57:05 2024	1726775825	0	10	11	10
Thu Sep 19 15:57:05 2024	1726775825	0	10	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	11	10
Thu Sep 19 15:57:05 2024	1726775825	0	10	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	11	10
Thu Sep 19 15:57:05 2024	1726775825	0	10	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	10	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	10
Thu Sep 19 15:57:05 2024	1726775825	0	10	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	10
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	10
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	10
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	2	9	11	9
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	9
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:05 2024	1726775825	0	11	11	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	12	10
Thu Sep 19 15:57:05 2024	1726775825	0	11	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	10
Thu Sep 19 15:57:05 2024	1726775825	0	11	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	11	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	3	8	12	8
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	10
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	10
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	1	11	12	11
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	12	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	13	12
Thu Sep 19 15:57:05 2024	1726775825	2	11	13	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	13	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	13	12
Thu Sep 19 15:57:06 2024	1726775826	0	12	13	10
Thu Sep 19 15:57:05 2024	1726775825	0	12	13	11
Thu Sep 19 15:57:06 2024	1726775826	0	12	13	12
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	12
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	12	13	12
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	12
Thu Sep 19 15:57:05 2024	1726775825	0	12	13	12
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	12
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	12
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	12
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	12
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	11
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	12
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	12
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	12
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	11
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	12
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	12
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	13	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	13	11
Thu Sep 19 15:57:05 2024	1726775825	0	13	14	12
Thu Sep 19 15:57:05 2024	1726775825	0	13	14	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	14	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	14	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	14	13
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	13
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	14	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	14	13
Thu Sep 19 15:57:05 2024	1726775825	0	13	14	13
Thu Sep 19 15:57:06 2024	1726775826	0	13	14	13
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	13
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	13
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	12
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	13
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	13
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	13
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	12
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	13
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	13
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:05 2024	1726775825	2	12	14	12
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	2	12	14	12
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	14	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	14	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	15	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	15	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	15	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	15	14
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	14
Thu Sep 19 15:57:05 2024	1726775825	0	14	15	14
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	14
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	14
Thu Sep 19 15:57:06 2024	1726775826	0	14	15	14
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	13
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	14
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	14
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	14
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	14
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	14
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	14
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	15
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	14
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	14
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	15
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	15
Thu Sep 19 15:57:05 2024	1726775825	2	13	15	13
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	15
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	15
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	15
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	15
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	15
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	15
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	15
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	14
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	15	15
Thu Sep 19 15:57:05 2024	1726775825	0	15	15	15
Thu Sep 19 15:57:06 2024	1726775826	0	15	16	15
Thu Sep 19 15:57:05 2024	1726775825	0	15	16	15
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	14
Thu Sep 19 15:57:05 2024	1726775825	0	16	16	15
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	15
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	14
Thu Sep 19 15:57:05 2024	1726775825	0	16	16	15
Thu Sep 19 15:57:05 2024	1726775825	0	16	16	15
Thu Sep 19 15:57:05 2024	1726775825	0	16	16	16
Thu Sep 19 15:57:05 2024	1726775825	0	16	16	13
Thu Sep 19 15:57:05 2024	1726775825	0	16	16	16
Thu Sep 19 15:57:05 2024	1726775825	0	16	16	16
Thu Sep 19 15:57:05 2024	1726775825	0	16	16	14
Thu Sep 19 15:57:05 2024	1726775825	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	13
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	14
Thu Sep 19 15:57:05 2024	1726775825	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:05 2024	1726775825	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:05 2024	1726775825	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:05 2024	1726775825	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	16	16
Thu Sep 19 15:57:05 2024	1726775825	2	15	16	15
Thu Sep 19 15:57:05 2024	1726775825	0	16	17	16
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	16
Thu Sep 19 15:57:05 2024	1726775825	0	17	17	16
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	17	16
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	16
Thu Sep 19 15:57:06 2024	1726775826	0	16	17	16
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	17
Thu Sep 19 15:57:05 2024	1726775825	0	17	17	17
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	17
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	16
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	17
Thu Sep 19 15:57:05 2024	1726775825	0	17	17	17
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	17
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	17
Thu Sep 19 15:57:05 2024	1726775825	0	17	17	17
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	17
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	17
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	17
Thu Sep 19 15:57:05 2024	1726775825	0	17	17	11
Thu Sep 19 15:57:05 2024	1726775825	0	17	17	17
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	17
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	17
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	17
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	16
Thu Sep 19 15:57:06 2024	1726775826	0	17	17	17
Thu Sep 19 15:57:06 2024	1726775826	0	17	18	17
Thu Sep 19 15:57:05 2024	1726775825	0	17	18	17
Thu Sep 19 15:57:05 2024	1726775825	0	17	18	16
Thu Sep 19 15:57:06 2024	1726775826	0	17	18	17
Thu Sep 19 15:57:06 2024	1726775826	0	18	18	17
Thu Sep 19 15:57:05 2024	1726775825	0	18	18	17
Thu Sep 19 15:57:05 2024	1726775825	0	18	18	16
Thu Sep 19 15:57:05 2024	1726775825	2	16	18	16
Thu Sep 19 15:57:06 2024	1726775826	0	18	18	17
Thu Sep 19 15:57:06 2024	1726775826	0	18	18	18
Thu Sep 19 15:57:06 2024	1726775826	0	18	18	18
Thu Sep 19 15:57:06 2024	1726775826	0	18	18	18
Thu Sep 19 15:57:06 2024	1726775826	0	18	18	18
Thu Sep 19 15:57:06 2024	1726775826	0	18	18	18
Thu Sep 19 15:57:06 2024	1726775826	0	18	18	15
Thu Sep 19 15:57:05 2024	1726775825	0	18	18	18
Thu Sep 19 15:57:05 2024	1726775825	0	18	18	18
Thu Sep 19 15:57:06 2024	1726775826	0	18	19	15
Thu Sep 19 15:57:06 2024	1726775826	0	19	19	18
Thu Sep 19 15:57:06 2024	1726775826	0	18	19	18
Thu Sep 19 15:57:06 2024	1726775826	0	18	19	18
Thu Sep 19 15:57:05 2024	1726775825	0	19	19	18
Thu Sep 19 15:57:06 2024	1726775826	0	19	19	17
Thu Sep 19 15:57:05 2024	1726775825	0	19	19	18
Thu Sep 19 15:57:06 2024	1726775826	0	19	19	18
